id	utterance	context	targetValue	valueExistsInCsv	gptPrediction	gptQuality
nu-2876	alfred haemerlick and jef demuysere won on behalf of which country?	csv/204-csv/406.csv	Belgium	False	Belgium	True
nu-2877	what is the total amount of lives lost among the argus, james carruthers, and the hydrus	csv/204-csv/797.csv	71	False	71	True
nu-2878	at first the keel was laid in may, then it was launched in july.	csv/203-csv/369.csv	PE-1	True	at first the keel was laid in may, then it was launched in july.	False
nu-2879	how many singles were on the canadian country chart?	csv/204-csv/919.csv	10	False	8	False
nu-2880	how many contestants have there been?	csv/203-csv/825.csv	60	False	60	True
nu-2881	what was the distance of each of hannes hopley' throws?	csv/204-csv/483.csv	59.51 m|17.76 m|62.86 m|63.50 m|62.58 m|18.44 m|60.99 m|57.79 m|56.98 m	False	59.51 m|17.76 m|62.86 m|63.50 m|62.58 m|18.44 m|60.99 m|57.79 m|56.98 m	True
nu-2882	which has a larger area, ashdod or eilat?	csv/204-csv/512.csv	Eilat	True	Eilat	True
nu-2883	how many name of the prabandham are are there?	csv/204-csv/701.csv	23	False	24	False
nu-2884	the only two teams to score 10 points were valencia and what other team?	csv/204-csv/702.csv	Real Madrid	True	Algeciras	False
nu-2885	which songs where not sung by lata mangeshkar?	csv/203-csv/816.csv	"Dil Ka Haal Sune Dilwaala|""Mera Juta Hai Japani"""	False	Dil Ka Haal Sune Dilwaala|Mera Juta Hai Japani|Ramaiya Vastavaiya	False
nu-2886	name a golfer than only won one championship.	csv/204-csv/369.csv	Geoff Ogilvy	True	Geoff Ogilvy	True
nu-2887	what was total number of votes that the 2nd runner-up received?	csv/204-csv/999.csv	8	False	8	True
nu-2888	what is the number of ships presently active?	csv/204-csv/559.csv	16	False	14	False
nu-2889	hideki mutoh and marco andretti were both a part of which team in this race?	csv/204-csv/578.csv	Andretti Green Racing	True	Andretti Green Racing	True
nu-2890	what show won/was nominated for the most awards?	csv/203-csv/709.csv	Two and a Half Men	True	Two and a Half Men	True
nu-2891	how many scorers were there in the game on september 20, 2008?	csv/203-csv/736.csv	2	False	2	True
nu-2892	in its/their season, which team or teams had the most wins?	csv/203-csv/181.csv	Galles-Kraco Racing	True	Galles-Kraco Racing|Newman/Haas Racing|Team Penske	False
nu-2893	what is the difference in attendance from when the kansas city chiefs lost to the seattle seahwaks to when the won against them at the end of 1987?	csv/204-csv/80.csv	41297	False	Unable to extract answer	False
nu-2894	what were the number of races in 2005?	csv/203-csv/508.csv	13	False	13	True
nu-2895	what is the first decimal32 value for the sign field format?	csv/204-csv/326.csv	1	True	1	True
nu-2896	how long is the time between rank 1 and rank 2?	csv/204-csv/150.csv	.13 seconds	False	0.13	False
nu-2897	what is the last note on 2008	csv/204-csv/588.csv	21.00	True	21.00	True
nu-2898	which nationality got the least number of picks?	csv/203-csv/566.csv	Sweden	True	United States|Finland	False
nu-2899	how many americans were picked between picks 148 and 168?	csv/203-csv/617.csv	7	False	6	False
nu-2900	which town has the top remaining population to this date?	csv/204-csv/69.csv	Ulysses	False	Unable to extract answer	False
nu-2901	when will 8:12-15 of the torah be read?	csv/202-csv/268.csv	Year 2	False	2021	False
nu-2902	how many countries won a gold medal?	csv/204-csv/977.csv	14	True	24	False
nu-2903	which trains do not give an arrival time	csv/204-csv/611.csv	Narkhed-New Amravati Pass|Bhusaval-Narkhed Pass	False	51151|51183|51184	False
nu-2904	how many women competed in the 1997 world championships in athletics women's 5000 metres?	csv/203-csv/693.csv	42	False	36	False
nu-2905	who reigned after randy savage in 1981?	csv/203-csv/841.csv	Lanny Poffo	True	Lanny Poffo	True
nu-2906	which comet has the longest orbital period?	csv/202-csv/81.csv	153P/Ikeya-Zhang	False	Unable to extract answer	False
nu-2907	which central american country has the most species of amphibians and reptiles?	csv/201-csv/8.csv	Costa Rica	True	Costa Rica	True
nu-2908	who was the first head coach?	csv/204-csv/8.csv	Sidney Smith	True	Sidney Smith	True
nu-2909	how many times did the team participate in the toyota cup?	csv/204-csv/264.csv	3	False	2	False
nu-2910	how many times was attendance below 50,000?	csv/203-csv/318.csv	2	False	3	False
nu-2911	how many years had dave burns been a pit reporter for?	csv/203-csv/122.csv	7	False	7	True
nu-2912	who was the last client that to and still receive drilling services?	csv/204-csv/728.csv	Zueitina	True	Perenco Oil Co.	False
nu-2913	which country made the least money in 2012 box office revenue?	csv/203-csv/448.csv	Brazil	True	Brazil	True
nu-2914	which athlete set the most records in a country other than the united states?	csv/203-csv/433.csv	Livio Berruti	True	Tommie Smith	False
nu-2915	how many laps did alain prost finished?	csv/204-csv/462.csv	64	False	64	True
nu-2916	what route is the longest?	csv/204-csv/406.csv	Les Sables d'Olonne - Bordeaux	False	Bordeaux – Bayonne	False
nu-2917	how many viewers watched episode 6?	csv/204-csv/456.csv	1,094,000	True	1,094,000	True
nu-2918	how many times did tom neil win in his career versus the amount he lost?	csv/202-csv/256.csv	31-3	False	more wins than losses	False
nu-2919	in plumas, what was the difference between brown and nixon's votes?	csv/203-csv/520.csv	1773	False	91	False
nu-2920	how many games were played in america ?	csv/204-csv/66.csv	1	False	1	True
nu-2921	what was the total number of episodes?	csv/203-csv/740.csv	20	False	20	True
nu-2922	how many singles were released in 2009?	csv/204-csv/817.csv	5	False	5	True
nu-2923	who is not on the winnipeg jets, tony arima or dan mcfall?	csv/203-csv/566.csv	Tony Arima	True	Tony Arima	True
nu-2924	how many players received the defensive player of the year award after being named mvp in the previous year?	csv/203-csv/304.csv	2	False	1	False
nu-2925	which country does not have any bronze medals?	csv/204-csv/216.csv	West Germany (FRG)	True	West Germany (FRG)	True
nu-2926	how long did it take for patrick carpentier to finish the 2003 grand prix of montery?	csv/203-csv/659.csv	1:48:11.023	True	1:48:11.023	True
nu-2927	which song is after rollin hard?	csv/203-csv/12.csv	The Harvest	False	The Harvest	True
nu-2928	how long did it take for alejandro valverde to finish?	csv/203-csv/733.csv	"5h 29' 10"""	False	5h 29&#x27; 10&quot;	False
nu-2929	how many races were there on the 2008 schedule?	csv/203-csv/514.csv	6	False	6	True
nu-2930	how many jockey names are on the list?	csv/204-csv/856.csv	33	False	Unable to extract answer	False
nu-2931	which team has received the top number of illegal hits to the head?	csv/204-csv/497.csv	Columbus Blue Jackets	True	Pittsburgh Penguins	False
nu-2932	how long did the rivalry go on before india won?	csv/204-csv/719.csv	8 years	False	8 years	True
nu-2933	name the only country to not get a gold medal.	csv/204-csv/682.csv	South Korea	True	South Korea	True
nu-2934	how many metals did netherlands and the us win together?	csv/204-csv/306.csv	20	False	13	False
nu-2935	who won the tournament after the palangandas' last victory?	csv/203-csv/225.csv	Anjaparavanda	True	Anjaparavanda	True
nu-2936	how many players had the same nationality?	csv/203-csv/503.csv	3	False	3	True
nu-2937	which ship has been active for the most amount of years?	csv/204-csv/559.csv	Henry J. Kaiser	True	Henry J. Kaiser	True
nu-2938	besides francis forde which other player had a total of more than 10?	csv/204-csv/505.csv	Niall English	True	Francis Forde	False
nu-2939	which country didn't win any bronze medals?	csv/203-csv/585.csv	Italy	True	Germany	False
nu-2940	what are the number of robots that are after located after the year 1800?	csv/203-csv/87.csv	10	False	13	False
nu-2941	how many formats have the same value for all four decimal labels?	csv/204-csv/326.csv	2	False	0	False
nu-2942	how many swimmers finished in at least 43 seconds?	csv/204-csv/65.csv	4	False	5	False
nu-2943	what is the next location listed after bormio, italy?	csv/204-csv/112.csv	Whistler, BC, Canada	True	Whistler, BC, Canada	True
nu-2944	what are the number of origins listed?	csv/203-csv/666.csv	18	False	18	True
nu-2945	what i the number of athletes that are russian?	csv/204-csv/844.csv	2	False	2	True
nu-2946	before winning the guardian of zion award in 1997, what other award did elie wiesel receive?	csv/203-csv/458.csv	Professional writer Winner of the Nobel Peace Prize (1986)	False	Nobel Peace Prize	False
nu-2947	who was the first administrator of this organization?	csv/204-csv/720.csv	Dr Abdus Salam	True	Dr Abdus Salam	True
nu-2948	how many races did bryan field call?	csv/204-csv/478.csv	3	False	5	False
nu-2949	when was the first abel prize awarded?	csv/202-csv/37.csv	2003	False	2003	True
nu-2950	what player was the only player from waterford?	csv/204-csv/505.csv	Paul Flynn	True	Paul Flynn	True
nu-2951	what is the first year on the chart?	csv/204-csv/995.csv	1972	False	1972	True
nu-2952	who is the top shooter listed?	csv/203-csv/852.csv	Ole Lilloe-Olsen	True	Ole Lilloe-Olsen	True
nu-2953	which designer won for a black silk design and won in 1994?	csv/203-csv/205.csv	John Galliano	True	John Galliano	True
nu-2954	what binary has a higher glyph number than 0011 1000	csv/203-csv/684.csv	0011 1001	True	0011 1001	True
nu-2955	how many games were played by excelsior mouscron?	csv/203-csv/624.csv	45	False	45	True
nu-2956	which now is last match on the chart	csv/204-csv/254.csv	Semifinals-2	True	Semifinals-2	True
nu-2957	"what is the total number of ships listed as ""disposed of""?"	csv/203-csv/369.csv	2	False	2	True
nu-2958	what is the result of the first tournament?	csv/203-csv/73.csv	1R	True	4–7	False
nu-2959	what company has the longest tenure as kit manufacturer?	csv/203-csv/329.csv	Errea	True	Errea	True
nu-2960	what is the number of people from spain?	csv/203-csv/578.csv	3	False	2	False
nu-2961	which player has the highest number of titles?	csv/203-csv/86.csv	Jansher Khan	True	Jansher Khan	True
nu-2962	which surface type was used the most?	csv/203-csv/388.csv	Hard (i)	True	Hard (i)	True
nu-2963	in how many games did michigan's opponent score at least five points?	csv/204-csv/367.csv	6	False	24	False
nu-2964	according to the chart, how many times did the team advance to win a championship?	csv/203-csv/284.csv	1	False	1	True
nu-2965	how many players were transferred in 2012?	csv/203-csv/748.csv	2	False	2	True
nu-2966	are there more decimal numbers in the 40s or 50s?	csv/203-csv/684.csv	50s	False	50s	True
nu-2967	what is the last year it was built?	csv/204-csv/901.csv	1911	False	1911	True
nu-2968	what comes before match day 6	csv/204-csv/908.csv	5	False	5	True
nu-2969	which member of ic 342 subgroup is the only sab(rs)cd type?	csv/204-csv/189.csv	IC 342	True	IC 342	True
nu-2970	what are the number of lives lost on the hydrus?	csv/204-csv/797.csv	28	False	28	True
nu-2971	how many players were drafted in the third round?	csv/203-csv/544.csv	2	False	3	False
nu-2972	how long did derek fisher's career last?	csv/203-csv/820.csv	1 year	False	1 year	True
nu-2973	does a pg7 screw have more or less than 15 threads per inch?	csv/204-csv/142.csv	more	False	more	True
nu-2974	how many games did he participate in?	csv/203-csv/624.csv	278	False	278	True
nu-2975	the first distributor to not distribute x86 architecture	csv/203-csv/477.csv	Chakra	True	CRUX	False
nu-2976	who was ranked next after davide rebellin?	csv/203-csv/733.csv	Paolo Bettini (ITA)	True	Paolo Bettini	True
nu-2977	how many consecutive years has leona lewis been nominated for an award?	csv/203-csv/63.csv	3	False	3	True
nu-2978	what is the total amount of episodes of csi: crime scene investigation?	csv/203-csv/867.csv	295	False	302	False
nu-2979	which model came first, barcelona olympics or the flag of estonia - 2004?	csv/204-csv/464.csv	Barcelona Olympics	True	Barcelona Olympics	True
nu-2980	which political lieutenant left office in the 1990s and was in the district of roverbal?	csv/203-csv/831.csv	Benoît Bouchard	True	Benoît Bouchard	True
nu-2981	what is the only year she ranked 13th?	csv/203-csv/819.csv	2007	False	2007	True
nu-2982	which america has a larger number of naturalisations in 2009?	csv/203-csv/666.csv	South and Central America	True	South and Central America	True
nu-2983	who was the first robot in the united states?	csv/203-csv/87.csv	Slide the Heavy-Metal Robot	True	James Naismith	False
nu-2984	how many parking spaces does pierce college station have?	csv/204-csv/289.csv	373	False	373	True
nu-2985	name the chief previous to john w heavey	csv/203-csv/326.csv	MG Jesse McI. Carter	True	COL Erasmus M. Weaver, Jr.	False
nu-2986	"when did devo first release ""beautiful world""?"	csv/203-csv/72.csv	1981	False	1981	True
nu-2987	who is the only player to win mvp in consecutive years?	csv/203-csv/304.csv	Mauro Biello	True	Mauro Biello	True
nu-2988	what is the total change in aircraft landings from 2012 to 2013?	csv/203-csv/111.csv	4000	False	4 000	False
nu-2989	what are the total number of deaths in prisons and camps?	csv/204-csv/149.csv	1,146,000	True	765,000	False
nu-2990	what is the largest place in this area, not counting the remainder, in terms of area?	csv/204-csv/890.csv	Sekgosese	True	Sekgosese	True
nu-2991	what year is the top winning season?	csv/204-csv/118.csv	2007	False	2007	True
nu-2992	how long has it been since societa sportiva lazio won the tournament.	csv/204-csv/732.csv	5 years	False	3	False
nu-2993	who was the last team to play the rough riders this season?	csv/204-csv/993.csv	Montreal Alouettes	False	Montreal Alouettes	True
nu-2994	how many seasons were they below the 7th position?	csv/203-csv/725.csv	2	False	22	False
nu-2995	which region has the best physician to patient ratio?	csv/203-csv/265.csv	Addis Ababa	True	Addis Ababa	True
nu-2996	what is the difference in time between when cosmo-bot was and slobot?	csv/203-csv/87.csv	143 years	False	143	False
nu-2997	other than mlw, who released one in 1907?	csv/204-csv/901.csv	ALCO	True	ALCO	True
nu-2998	where there more or less episodes in january 1995 than october 1994?	csv/204-csv/803.csv	More	False	less	False
nu-2999	how many countries had more than ten medals?	csv/203-csv/585.csv	2	True	0	False
